longitude,latitude,depth,vs
-120.0,43.2,7,3.6696
-120.0,43.2,8,3.7222
-120.0,43.2,9,3.7313
-120.0,43.2,10,3.678
-120.0,43.2,11,3.5949
-120.0,43.2,12,3.5345
-120.0,43.2,13,3.5034
-120.0,43.2,14,3.4635
-120.0,43.2,15,3.4124
-120.0,43.2,16,3.3593
-120.0,43.2,17,3.3272
-120.0,43.2,18,3.334
-120.0,43.2,19,3.3687
-120.0,43.2,20,3.4095
-120.0,43.2,21,3.4607
-120.0,43.2,22,3.5092
-120.0,43.2,23,3.5477
-120.0,43.2,24,3.5745
-120.0,43.2,25,3.5902
-120.0,43.2,26,3.6005
-120.0,43.2,27,3.6112
-120.0,43.2,28,3.631
-120.0,43.2,29,3.6638
-120.0,43.2,30,3.7146
-120.0,43.2,31,3.7837
-120.0,43.2,32,3.8674
-120.0,43.2,33,3.9636
-120.0,43.2,34,4.0652
-120.0,43.2,35,4.1666
-120.0,43.2,36,4.2624
-120.0,43.2,37,4.3495
-120.0,43.2,38,4.4255
-120.0,43.2,39,4.4871
-120.0,43.2,40,4.5338
-120.0,43.4,-1,1.7333
-120.0,43.4,0,2.0343
-120.0,43.4,1,2.5103
-120.0,43.4,2,2.9582
-120.0,43.4,3,3.3126
-120.0,43.4,4,3.5395
-120.0,43.4,5,3.6361
-120.0,43.4,6,3.6776
-120.0,43.4,7,3.729
-120.0,43.4,8,3.7467
-120.0,43.4,9,3.6998
-120.0,43.4,10,3.6298
-120.0,43.4,11,3.5674
-120.0,43.4,12,3.5219
-120.0,43.4,13,3.486
-120.0,43.4,14,3.4501
-120.0,43.4,15,3.4178
-120.0,43.4,16,3.3942
-120.0,43.4,17,3.3915
-120.0,43.4,18,3.4107
-120.0,43.4,19,3.4286
-120.0,43.4,20,3.4313
-120.0,43.4,21,3.4384
-120.0,43.4,22,3.4544
-120.0,43.4,23,3.4761
-120.0,43.4,24,3.5024
-120.0,43.4,25,3.5345
-120.0,43.4,26,3.5753
-120.0,43.4,27,3.6277
-120.0,43.4,28,3.6946
-120.0,43.4,29,3.7769
-120.0,43.4,30,3.8729
-120.0,43.4,31,3.9788
-120.0,43.4,32,4.0859
-120.0,43.4,33,4.1881
-120.0,43.4,34,4.2784
-120.0,43.4,35,4.353
-120.0,43.4,36,4.4094
-120.0,43.4,37,4.4488
-120.0,43.4,38,4.4733
-120.0,43.4,39,4.4863
-120.0,43.4,40,4.4901
-120.0,43.6,-1,1.722
-120.0,43.6,0,1.95
-120.0,43.6,1,2.4031
-120.0,43.6,2,2.8578
-120.0,43.6,3,3.1221
-120.0,43.6,4,3.2687
-120.0,43.6,5,3.3971
-120.0,43.6,6,3.5316
-120.0,43.6,7,3.6418
-120.0,43.6,8,3.6918
-120.0,43.6,9,3.7085
-120.0,43.6,10,3.7141
-120.0,43.6,11,3.7146
-120.0,43.6,12,3.7099
-120.0,43.6,13,3.6888
-120.0,43.6,14,3.657
-120.0,43.6,15,3.6184
-120.0,43.6,16,3.5722
-120.0,43.6,17,3.5213
-120.0,43.6,18,3.4673
-120.0,43.6,19,3.4055
-120.0,43.6,20,3.3436
-120.0,43.6,21,3.306
-120.0,43.6,22,3.3025
-120.0,43.6,23,3.3317
-120.0,43.6,24,3.3879
-120.0,43.6,25,3.4648
-120.0,43.6,26,3.5552
-120.0,43.6,27,3.6555
-120.0,43.6,28,3.7607
-120.0,43.6,29,3.8698
-120.0,43.6,30,3.9802
-120.0,43.6,31,4.085
-120.0,43.6,32,4.18
-120.0,43.6,33,4.2599
-120.0,43.6,34,4.3202
-120.0,43.6,35,4.3627
-120.0,43.6,36,4.3882
-120.0,43.6,37,4.3995
-120.0,43.6,38,4.4014
-120.0,43.6,39,4.3974
-120.0,43.6,40,4.3915
-120.0,43.8,-1,1.8438
-120.0,43.8,0,2.0392
-120.0,43.8,1,2.4493
-120.0,43.8,2,2.8503
-120.0,43.8,3,3.0755
-120.0,43.8,4,3.1841
-120.0,43.8,5,3.2907
-120.0,43.8,6,3.4074
-120.0,43.8,7,3.5243
-120.0,43.8,8,3.6114
-120.0,43.8,9,3.6544
-120.0,43.8,10,3.6657
-120.0,43.8,11,3.6702
-120.0,43.8,12,3.6755
-120.0,43.8,13,3.6765
-120.0,43.8,14,3.6604
-120.0,43.8,15,3.6213
-120.0,43.8,16,3.566
-120.0,43.8,17,3.5061
-120.0,43.8,18,3.44
-120.0,43.8,19,3.3834
-120.0,43.8,20,3.3396
-120.0,43.8,21,3.314
-120.0,43.8,22,3.3157
-120.0,43.8,23,3.3472
-120.0,43.8,24,3.4025
-120.0,43.8,25,3.4757
-120.0,43.8,26,3.5596
-120.0,43.8,27,3.6486
-120.0,43.8,28,3.7404
-120.0,43.8,29,3.8328
-120.0,43.8,30,3.9239
-120.0,43.8,31,4.0127
-120.0,43.8,32,4.0959
-120.0,43.8,33,4.1715
-120.0,43.8,34,4.2373
-120.0,43.8,35,4.2911
-120.0,43.8,36,4.3329
-120.0,43.8,37,4.3628
-120.0,43.8,38,4.3821
-120.0,43.8,39,4.3929
-120.0,43.8,40,4.3962
-120.0,44.0,-1,2.3227
-120.0,44.0,0,2.4085
-120.0,44.0,1,2.6054
-120.0,44.0,2,2.8255
-120.0,44.0,3,3.0154
-120.0,44.0,4,3.1133
-120.0,44.0,5,3.1633
-120.0,44.0,6,3.2233
-120.0,44.0,7,3.3276
-120.0,44.0,8,3.4337
-120.0,44.0,9,3.4888
-120.0,44.0,10,3.4959
-120.0,44.0,11,3.5121
-120.0,44.0,12,3.552
-120.0,44.0,13,3.5846
-120.0,44.0,14,3.5979
-120.0,44.0,15,3.5883
-120.0,44.0,16,3.5533
-120.0,44.0,17,3.5123
-120.0,44.0,18,3.4853
-120.0,44.0,19,3.475
-120.0,44.0,20,3.4675
-120.0,44.0,21,3.4563
-120.0,44.0,22,3.4512
-120.0,44.0,23,3.4585
-120.0,44.0,24,3.4788
-120.0,44.0,25,3.5133
-120.0,44.0,26,3.5605
-120.0,44.0,27,3.6193
-120.0,44.0,28,3.6866
-120.0,44.0,29,3.7591
-120.0,44.0,30,3.8351
-120.0,44.0,31,3.9129
-120.0,44.0,32,3.991
-120.0,44.0,33,4.0686
-120.0,44.0,34,4.1431
-120.0,44.0,35,4.21
-120.0,44.0,36,4.2666
-120.0,44.0,37,4.3095
-120.0,44.0,38,4.3374
-120.0,44.0,39,4.3501
-120.0,44.0,40,4.3499
-120.4,40.0,-2,3.0592
-120.4,40.0,-1,3.1016
-120.4,40.0,0,3.213
-120.4,40.0,1,3.3147
-120.4,40.0,2,3.3782
-120.4,40.0,3,3.4477
-120.4,40.0,4,3.5061
-120.4,40.0,5,3.4884
-120.4,40.0,6,3.4517
-120.4,40.0,7,3.4854
-120.4,40.0,8,3.5331
-120.4,40.0,9,3.5338
-120.4,40.0,10,3.495
-120.4,40.0,11,3.4602
-120.4,40.0,12,3.4142
-120.4,40.0,13,3.3762
-120.4,40.0,14,3.3626
-120.4,40.0,15,3.3467
-120.4,40.0,16,3.3451
-120.4,40.0,17,3.3582
-120.4,40.0,18,3.3642
-120.4,40.0,19,3.3635
-120.4,40.0,20,3.3709
-120.4,40.0,21,3.3858
-120.4,40.0,22,3.4
-120.4,40.0,23,3.4147
-120.4,40.0,24,3.4317
-120.4,40.0,25,3.4538
-120.4,40.0,26,3.484
-120.4,40.0,27,3.5279
-120.4,40.0,28,3.5884
-120.4,40.0,29,3.6664
-120.4,40.0,30,3.759
-120.4,40.0,31,3.8601
-120.4,40.0,32,3.963
-120.4,40.0,33,4.0592
-120.4,40.0,34,4.1428
-120.4,40.0,35,4.21
-120.4,40.0,36,4.2588
-120.4,40.0,37,4.2913
-120.4,40.0,38,4.3106
-120.4,40.0,39,4.3202
-120.4,40.0,40,4.324
-120.4,40.2,-1,3.104
-120.4,40.2,0,3.1299
-120.4,40.2,1,3.19
-120.4,40.2,2,3.2364
-120.4,40.2,3,3.3029
-120.4,40.2,4,3.3766
-120.4,40.2,5,3.3836
-120.4,40.2,6,3.3393
-120.4,40.2,7,3.3216
-120.4,40.2,8,3.3689
-120.4,40.2,9,3.4325
-120.4,40.2,10,3.4446
-120.4,40.2,11,3.4277
-120.4,40.2,12,3.4292
-120.4,40.2,13,3.443
-120.4,40.2,14,3.4673
-120.4,40.2,15,3.4833
-120.4,40.2,16,3.4762
-120.4,40.2,17,3.4731
-120.4,40.2,18,3.4795
-120.4,40.2,19,3.4776
-120.4,40.2,20,3.4637
-120.4,40.2,21,3.446
-120.4,40.2,22,3.4321
-120.4,40.2,23,3.4248
-120.4,40.2,24,3.4279
-120.4,40.2,25,3.4437
-120.4,40.2,26,3.4734
-120.4,40.2,27,3.5163
-120.4,40.2,28,3.5722
-120.4,40.2,29,3.639
-120.4,40.2,30,3.7149
-120.4,40.2,31,3.7954
-120.4,40.2,32,3.8776
-120.4,40.2,33,3.958
-120.4,40.2,34,4.0346
-120.4,40.2,35,4.1055
-120.4,40.2,36,4.1682
-120.4,40.2,37,4.222
-120.4,40.2,38,4.2644
-120.4,40.2,39,4.2941
-120.4,40.2,40,4.31
-120.4,40.4,-1,3.0697
-120.4,40.4,0,3.0985
-120.4,40.4,1,3.1585
-120.4,40.4,2,3.1973
-120.4,40.4,3,3.2498
-120.4,40.4,4,3.3386
-120.4,40.4,5,3.3565
-120.4,40.4,6,3.3048
-120.4,40.4,7,3.2816
-120.4,40.4,8,3.3383
-120.4,40.4,9,3.3883
-120.4,40.4,10,3.3835
-120.4,40.4,11,3.3774
-120.4,40.4,12,3.4103
-120.4,40.4,13,3.4521
-120.4,40.4,14,3.4772
-120.4,40.4,15,3.4864
-120.4,40.4,16,3.486
-120.4,40.4,17,3.4996
-120.4,40.4,18,3.5281
-120.4,40.4,19,3.5455
-120.4,40.4,20,3.5467
-120.4,40.4,21,3.5376
-120.4,40.4,22,3.5208
-120.4,40.4,23,3.5047
-120.4,40.4,24,3.4952
-120.4,40.4,25,3.497
-120.4,40.4,26,3.5109
-120.4,40.4,27,3.5384
-120.4,40.4,28,3.5802
-120.4,40.4,29,3.6359
-120.4,40.4,30,3.7034
-120.4,40.4,31,3.7803
-120.4,40.4,32,3.8638
-120.4,40.4,33,3.9487
-120.4,40.4,34,4.0316
-120.4,40.4,35,4.1077
-120.4,40.4,36,4.1732
-120.4,40.4,37,4.2255
-120.4,40.4,38,4.2638
-120.4,40.4,39,4.2874
-120.4,40.4,40,4.2972
-120.4,40.6,-1,1.2471
-120.4,40.6,0,1.7662
-120.4,40.6,1,2.4302
-120.4,40.6,2,2.9979
-120.4,40.6,3,3.446
-120.4,40.6,4,3.7744
-120.4,40.6,5,3.9864
-120.4,40.6,6,4.1282
-120.4,40.6,7,4.2155
-120.4,40.6,8,4.236
-120.4,40.6,9,4.2036
-120.4,40.6,10,4.145
-120.4,40.6,11,4.093
-120.4,40.6,12,4.0327
-120.4,40.6,13,3.9383
-120.4,40.6,14,3.8116
-120.4,40.6,15,3.6646
-120.4,40.6,16,3.5099
-120.4,40.6,17,3.3788
-120.4,40.6,18,3.3033
-120.4,40.6,19,3.294
-120.4,40.6,20,3.314
-120.4,40.6,21,3.321
-120.4,40.6,22,3.327
-120.4,40.6,23,3.3436
-120.4,40.6,24,3.3724
-120.4,40.6,25,3.4139
-120.4,40.6,26,3.4686
-120.4,40.6,27,3.5403
-120.4,40.6,28,3.6304
-120.4,40.6,29,3.7371
-120.4,40.6,30,3.8533
-120.4,40.6,31,3.973
-120.4,40.6,32,4.0911
-120.4,40.6,33,4.2048
-120.4,40.6,34,4.311
-120.4,40.6,35,4.4078
-120.4,40.6,36,4.4911
-120.4,40.6,37,4.5599
-120.4,40.6,38,4.6135
-120.4,40.6,39,4.6529
-120.4,40.6,40,4.6774
-120.4,40.8,-2,1.1444
-120.4,40.8,-1,1.811
-120.4,40.8,0,2.5647
-120.4,40.8,1,3.1356
-120.4,40.8,2,3.5587
-120.4,40.8,3,3.8856
-120.4,40.8,4,4.0989
-120.4,40.8,5,4.2277
-120.4,40.8,6,4.3133
-120.4,40.8,7,4.3457
-120.4,40.8,8,4.3117
-120.4,40.8,9,4.2327
-120.4,40.8,10,4.132
-120.4,40.8,11,4.01
-120.4,40.8,12,3.8442
-120.4,40.8,13,3.646
-120.4,40.8,14,3.4735
-120.4,40.8,15,3.3359
-120.4,40.8,16,3.2422
-120.4,40.8,17,3.2054
-120.4,40.8,18,3.2058
-120.4,40.8,19,3.1892
-120.4,40.8,20,3.1922
-120.4,40.8,21,3.2287
-120.4,40.8,22,3.2862
-120.4,40.8,23,3.3586
-120.4,40.8,24,3.4422
-120.4,40.8,25,3.5355
-120.4,40.8,26,3.6344
-120.4,40.8,27,3.7349
-120.4,40.8,28,3.8364
-120.4,40.8,29,3.938
-120.4,40.8,30,4.0433
-120.4,40.8,31,4.151
-120.4,40.8,32,4.2594
-120.4,40.8,33,4.3666
-120.4,40.8,34,4.4693
-120.4,40.8,35,4.5613
-120.4,40.8,36,4.6388
-120.4,40.8,37,4.6987
-120.4,40.8,38,4.7377
-120.4,40.8,39,4.7583
-120.4,40.8,40,4.7625
-120.4,41.0,-2,1.3761
-120.4,41.0,-1,1.7377
-120.4,41.0,0,2.2993
-120.4,41.0,1,2.8135
-120.4,41.0,2,3.2077
-120.4,41.0,3,3.4934
-120.4,41.0,4,3.693
-120.4,41.0,5,3.8538
-120.4,41.0,6,3.976
-120.4,41.0,7,4.0128
-120.4,41.0,8,3.9735
-120.4,41.0,9,3.9309
-120.4,41.0,10,3.9036
-120.4,41.0,11,3.8769
-120.4,41.0,12,3.8481
-120.4,41.0,13,3.8026
-120.4,41.0,14,3.743
-120.4,41.0,15,3.7023
-120.4,41.0,16,3.6718
-120.4,41.0,17,3.6226
-120.4,41.0,18,3.5467
-120.4,41.0,19,3.4716
-120.4,41.0,20,3.4275
-120.4,41.0,21,3.4053
-120.4,41.0,22,3.3976
-120.4,41.0,23,3.4041
-120.4,41.0,24,3.4259
-120.4,41.0,25,3.4623
-120.4,41.0,26,3.5115
-120.4,41.0,27,3.5722
-120.4,41.0,28,3.6464
-120.4,41.0,29,3.7344
-120.4,41.0,30,3.8355
-120.4,41.0,31,3.9447
-120.4,41.0,32,4.0579
-120.4,41.0,33,4.1708
-120.4,41.0,34,4.2752
-120.4,41.0,35,4.3642
-120.4,41.0,36,4.4333
-120.4,41.0,37,4.4791
-120.4,41.0,38,4.5038
-120.4,41.0,39,4.5079
-120.4,41.0,40,4.497
-120.4,41.2,-2,1.3345
-120.4,41.2,-1,1.7234
-120.4,41.2,0,2.3133
-120.4,41.2,1,2.8241
-120.4,41.2,2,3.1995
-120.4,41.2,3,3.4768
-120.4,41.2,4,3.6881
-120.4,41.2,5,3.8556
-120.4,41.2,6,3.9564
-120.4,41.2,7,3.9705
-120.4,41.2,8,3.928
-120.4,41.2,9,3.8971
-120.4,41.2,10,3.8839
-120.4,41.2,11,3.8708
-120.4,41.2,12,3.8546
-120.4,41.2,13,3.8174
-120.4,41.2,14,3.7529
-120.4,41.2,15,3.7017
-120.4,41.2,16,3.6568
-120.4,41.2,17,3.5878
-120.4,41.2,18,3.4845
-120.4,41.2,19,3.3933
-120.4,41.2,20,3.3499
-120.4,41.2,21,3.3365
-120.4,41.2,22,3.3454
-120.4,41.2,23,3.3747
-120.4,41.2,24,3.4242
-120.4,41.2,25,3.4907
-120.4,41.2,26,3.5698
-120.4,41.2,27,3.6589
-120.4,41.2,28,3.7566
-120.4,41.2,29,3.8618
-120.4,41.2,30,3.9694
-120.4,41.2,31,4.0754
-120.4,41.2,32,4.1759
-120.4,41.2,33,4.2678
-120.4,41.2,34,4.3466
-120.4,41.2,35,4.4094
-120.4,41.2,36,4.4535
-120.4,41.2,37,4.479
-120.4,41.2,38,4.488
-120.4,41.2,39,4.4837
-120.4,41.2,40,4.4695
-120.4,41.4,-2,1.4573
-120.4,41.4,-1,1.7483
-120.4,41.4,0,2.2694
-120.4,41.4,1,2.7658
-120.4,41.4,2,3.1348
-120.4,41.4,3,3.4122
-120.4,41.4,4,3.6539
-120.4,41.4,5,3.8565
-120.4,41.4,6,3.9668
-120.4,41.4,7,3.9762
-120.4,41.4,8,3.9321
-120.4,41.4,9,3.9029
-120.4,41.4,10,3.9043
-120.4,41.4,11,3.903
-120.4,41.4,12,3.8976
-120.4,41.4,13,3.879
-120.4,41.4,14,3.8157
-120.4,41.4,15,3.7498
-120.4,41.4,16,3.7071
-120.4,41.4,17,3.6471
-120.4,41.4,18,3.5317
-120.4,41.4,19,3.4106
-120.4,41.4,20,3.3435
-120.4,41.4,21,3.3142
-120.4,41.4,22,3.3101
-120.4,41.4,23,3.3319
-120.4,41.4,24,3.3818
-120.4,41.4,25,3.4572
-120.4,41.4,26,3.551
-120.4,41.4,27,3.657
-120.4,41.4,28,3.7705
-120.4,41.4,29,3.8863
-120.4,41.4,30,3.9961
-120.4,41.4,31,4.0933
-120.4,41.4,32,4.1738
-120.4,41.4,33,4.2373
-120.4,41.4,34,4.2844
-120.4,41.4,35,4.3149
-120.4,41.4,36,4.3299
-120.4,41.4,37,4.332
-120.4,41.4,38,4.3241
-120.4,41.4,39,4.3102
-120.4,41.4,40,4.2932
-120.4,41.6,-2,2.7385
-120.4,41.6,-1,2.7672
-120.4,41.6,0,2.8221
-120.4,41.6,1,2.9558
-120.4,41.6,2,3.0746
-120.4,41.6,3,3.1545
-120.4,41.6,4,3.1737
-120.4,41.6,5,3.1964
-120.4,41.6,6,3.3127
-120.4,41.6,7,3.4245
-120.4,41.6,8,3.4733
-120.4,41.6,9,3.5074
-120.4,41.6,10,3.5616
-120.4,41.6,11,3.5805
-120.4,41.6,12,3.5965
-120.4,41.6,13,3.6126
-120.4,41.6,14,3.5876
-120.4,41.6,15,3.5749
-120.4,41.6,16,3.5757
-120.4,41.6,17,3.5511
-120.4,41.6,18,3.5128
-120.4,41.6,19,3.4996
-120.4,41.6,20,3.4944
-120.4,41.6,21,3.4833
-120.4,41.6,22,3.4784
-120.4,41.6,23,3.4838
-120.4,41.6,24,3.4974
-120.4,41.6,25,3.5209
-120.4,41.6,26,3.5581
-120.4,41.6,27,3.6124
-120.4,41.6,28,3.6857
-120.4,41.6,29,3.7722
-120.4,41.6,30,3.8643
-120.4,41.6,31,3.952
-120.4,41.6,32,4.0252
-120.4,41.6,33,4.0786
-120.4,41.6,34,4.1088
-120.4,41.6,35,4.1191
-120.4,41.6,36,4.115
-120.4,41.6,37,4.1041
-120.4,41.6,38,4.0941
-120.4,41.6,39,4.0902
-120.4,41.6,40,4.0953
-120.4,41.8,-1,2.777
-120.4,41.8,0,2.8053
-120.4,41.8,1,2.8717
-120.4,41.8,2,2.9839
-120.4,41.8,3,3.1086
-120.4,41.8,4,3.1804
-120.4,41.8,5,3.1922
-120.4,41.8,6,3.2146
-120.4,41.8,7,3.3183
-120.4,41.8,8,3.4054
-120.4,41.8,9,3.426
-120.4,41.8,10,3.4454
-120.4,41.8,11,3.5005
-120.4,41.8,12,3.5343
-120.4,41.8,13,3.5655
-120.4,41.8,14,3.5808
-120.4,41.8,15,3.5507
-120.4,41.8,16,3.5349
-120.4,41.8,17,3.53
-120.4,41.8,18,3.5038
-120.4,41.8,19,3.4687
-120.4,41.8,20,3.4603
-120.4,41.8,21,3.4586
-120.4,41.8,22,3.4513
-120.4,41.8,23,3.453
-120.4,41.8,24,3.4669
-120.4,41.8,25,3.4918
-120.4,41.8,26,3.5265
-120.4,41.8,27,3.575
-120.4,41.8,28,3.6388
-120.4,41.8,29,3.7166
-120.4,41.8,30,3.8024
-120.4,41.8,31,3.8888
-120.4,41.8,32,3.9672
-120.4,41.8,33,4.0291
-120.4,41.8,34,4.0716
-120.4,41.8,35,4.0936
-120.4,41.8,36,4.0984
-120.4,41.8,37,4.0914
-120.4,41.8,38,4.08
-120.4,41.8,39,4.0708
-120.4,41.8,40,4.0677
-120.0,44.2,-1,2.4981
-120.0,44.2,0,2.5683
-120.0,44.2,1,2.7188
-120.0,44.2,2,2.8684
-120.0,44.2,3,3.0507
-120.0,44.2,4,3.1987
-120.0,44.2,5,3.2776
-120.0,44.2,6,3.3084
-120.0,44.2,7,3.3529
-120.0,44.2,8,3.4296
-120.0,44.2,9,3.4816
-120.0,44.2,10,3.4764
-120.0,44.2,11,3.4594
-120.0,44.2,12,3.4812
-120.0,44.2,13,3.5236
-120.0,44.2,14,3.5664
-120.0,44.2,15,3.6011
-120.0,44.2,16,3.6176
-120.0,44.2,17,3.6132
-120.0,44.2,18,3.5968
-120.0,44.2,19,3.5829
-120.0,44.2,20,3.5773
-120.0,44.2,21,3.5779
-120.0,44.2,22,3.5797
-120.0,44.2,23,3.5842
-120.0,44.2,24,3.5943
-120.0,44.2,25,3.6123
-120.0,44.2,26,3.6379
-120.0,44.2,27,3.6694
-120.0,44.2,28,3.7041
-120.0,44.2,29,3.7427
-120.0,44.2,30,3.7858
-120.0,44.2,31,3.8366
-120.0,44.2,32,3.8969
-120.0,44.2,33,3.9686
-120.0,44.2,34,4.0484
-120.0,44.2,35,4.1315
-120.0,44.2,36,4.2096
-120.0,44.2,37,4.2762
-120.0,44.2,38,4.3255
-120.0,44.2,39,4.3552
-120.0,44.2,40,4.3664
-120.4,42.0,-1,2.7432
-120.4,42.0,0,2.772
-120.4,42.0,1,2.8375
-120.4,42.0,2,2.946
-120.4,42.0,3,3.0647
-120.4,42.0,4,3.1293
-120.4,42.0,5,3.1362
-120.4,42.0,6,3.168
-120.4,42.0,7,3.2731
-120.4,42.0,8,3.3516
-120.4,42.0,9,3.3694
-120.4,42.0,10,3.4025
-120.4,42.0,11,3.4574
-120.4,42.0,12,3.4927
-120.4,42.0,13,3.5349
-120.4,42.0,14,3.5332
-120.4,42.0,15,3.4998
-120.4,42.0,16,3.4944
-120.4,42.0,17,3.4777
-120.4,42.0,18,3.4436
-120.4,42.0,19,3.4323
-120.4,42.0,20,3.4474
-120.4,42.0,21,3.4494
-120.4,42.0,22,3.4475
-120.4,42.0,23,3.4571
-120.4,42.0,24,3.4777
-120.4,42.0,25,3.507
-120.4,42.0,26,3.5477
-120.4,42.0,27,3.6028
-120.4,42.0,28,3.6728
-120.4,42.0,29,3.7549
-120.4,42.0,30,3.8418
-120.4,42.0,31,3.9265
-120.4,42.0,32,4.0009
-120.4,42.0,33,4.0594
-120.4,42.0,34,4.0986
-120.4,42.0,35,4.1186
-120.4,42.0,36,4.1233
-120.4,42.0,37,4.1185
-120.4,42.0,38,4.1106
-120.4,42.0,39,4.1055
-120.4,42.0,40,4.1071
-120.4,42.2,-1,2.7793
-120.4,42.2,0,2.806
-120.4,42.2,1,2.856
-120.4,42.2,2,2.9426
-120.4,42.2,3,3.0349
-120.4,42.2,4,3.0634
-120.4,42.2,5,3.0643
-120.4,42.2,6,3.1203
-120.4,42.2,7,3.2105
-120.4,42.2,8,3.262
-120.4,42.2,9,3.2676
-120.4,42.2,10,3.3168
-120.4,42.2,11,3.3714
-120.4,42.2,12,3.4611
-120.4,42.2,13,3.5153
-120.4,42.2,14,3.4845
-120.4,42.2,15,3.4625
-120.4,42.2,16,3.439
-120.4,42.2,17,3.3888
-120.4,42.2,18,3.374
-120.4,42.2,19,3.4113
-120.4,42.2,20,3.4452
-120.4,42.2,21,3.4602
-120.4,42.2,22,3.4808
-120.4,42.2,23,3.513
-120.4,42.2,24,3.551
-120.4,42.2,25,3.5945
-120.4,42.2,26,3.6468
-120.4,42.2,27,3.7105
-120.4,42.2,28,3.7828
-120.4,42.2,29,3.8568
-120.4,42.2,30,3.9251
-120.4,42.2,31,3.9832
-120.4,42.2,32,4.0278
-120.4,42.2,33,4.0583
-120.4,42.2,34,4.0762
-120.4,42.2,35,4.0856
-120.4,42.2,36,4.0891
-120.4,42.2,37,4.0903
-120.4,42.2,38,4.0921
-120.4,42.2,39,4.0952
-120.4,42.2,40,4.0999
-120.4,42.6,-1,1.6717
-120.4,42.6,0,1.6857
-120.4,42.6,1,1.9701
-120.4,42.6,2,2.4434
-120.4,42.6,3,2.883
-120.4,42.6,4,3.1998
-120.4,42.6,5,3.402
-120.4,42.6,6,3.5154
-120.4,42.6,7,3.5869
-120.4,42.6,8,3.6362
-120.4,42.6,9,3.7007
-120.4,42.6,10,3.78
-120.4,42.6,11,3.8428
-120.4,42.6,12,3.8937
-120.4,42.6,13,3.9263
-120.4,42.6,14,3.9287
-120.4,42.6,15,3.9143
-120.4,42.6,16,3.902
-120.4,42.6,17,3.8978
-120.4,42.6,18,3.8858
-120.4,42.6,19,3.8539
-120.4,42.6,20,3.8063
-120.4,42.6,21,3.7537
-120.4,42.6,22,3.7004
-120.4,42.6,23,3.6485
-120.4,42.6,24,3.6012
-120.4,42.6,25,3.5608
-120.4,42.6,26,3.527
-120.4,42.6,27,3.4983
-120.4,42.6,28,3.4727
-120.4,42.6,29,3.4516
-120.4,42.6,30,3.4391
-120.4,42.6,31,3.4396
-120.4,42.6,32,3.458
-120.4,42.6,33,3.4961
-120.4,42.6,34,3.5537
-120.4,42.6,35,3.6253
-120.4,42.6,36,3.706
-120.4,42.6,37,3.7902
-120.4,42.6,38,3.8756
-120.4,42.6,39,3.961
-120.4,42.6,40,4.0484
-120.4,42.8,-2,1.5424
-120.4,42.8,-1,1.6199
-120.4,42.8,0,1.9879
-120.4,42.8,1,2.5093
-120.4,42.8,2,2.9561
-120.4,42.8,3,3.2571
-120.4,42.8,4,3.4455
-120.4,42.8,5,3.5674
-120.4,42.8,6,3.6564
-120.4,42.8,7,3.7131
-120.4,42.8,8,3.7656
-120.4,42.8,9,3.8312
-120.4,42.8,10,3.8937
-120.4,42.8,11,3.9483
-120.4,42.8,12,3.9839
-120.4,42.8,13,3.9891
-120.4,42.8,14,3.9745
-120.4,42.8,15,3.9601
-120.4,42.8,16,3.9458
-120.4,42.8,17,3.9218
-120.4,42.8,18,3.8882
-120.4,42.8,19,3.8369
-120.4,42.8,20,3.768
-120.4,42.8,21,3.6941
-120.4,42.8,22,3.6193
-120.4,42.8,23,3.548
-120.4,42.8,24,3.4838
-120.4,42.8,25,3.4277
-120.4,42.8,26,3.383
-120.4,42.8,27,3.3511
-120.4,42.8,28,3.3365
-120.4,42.8,29,3.3417
-120.4,42.8,30,3.3694
-120.4,42.8,31,3.4204
-120.4,42.8,32,3.4934
-120.4,42.8,33,3.5846
-120.4,42.8,34,3.6868
-120.4,42.8,35,3.7933
-120.4,42.8,36,3.8989
-120.4,42.8,37,3.9997
-120.4,42.8,38,4.0935
-120.4,42.8,39,4.1816
-120.4,42.8,40,4.2669
-120.4,43.0,-2,1.256
-120.4,43.0,-1,1.6064
-120.4,43.0,0,2.2187
-120.4,43.0,1,2.8167
-120.4,43.0,2,3.2444
-120.4,43.0,3,3.5018
-120.4,43.0,4,3.634
-120.4,43.0,5,3.7147
-120.4,43.0,6,3.7751
-120.4,43.0,7,3.8183
-120.4,43.0,8,3.8511
-120.4,43.0,9,3.8746
-120.4,43.0,10,3.8862
-120.4,43.0,11,3.8862
-120.4,43.0,12,3.8744
-120.4,43.0,13,3.8576
-120.4,43.0,14,3.8334
-120.4,43.0,15,3.8036
-120.4,43.0,16,3.7735
-120.4,43.0,17,3.7496
-120.4,43.0,18,3.7283
-120.4,43.0,19,3.6744
-120.4,43.0,20,3.5979
-120.4,43.0,21,3.5266
-120.4,43.0,22,3.4665
-120.4,43.0,23,3.4177
-120.4,43.0,24,3.3781
-120.4,43.0,25,3.3469
-120.4,43.0,26,3.3268
-120.4,43.0,27,3.3221
-120.4,43.0,28,3.3382
-120.4,43.0,29,3.3781
-120.4,43.0,30,3.444
-120.4,43.0,31,3.5346
-120.4,43.0,32,3.6449
-120.4,43.0,33,3.7677
-120.4,43.0,34,3.897
-120.4,43.0,35,4.0261
-120.4,43.0,36,4.1516
